,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
431,TOMMY HILFIGER,Tommy Girl,380,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",4.4,Parvant Store,4.2,76
432,Guerlain,Vetiver,426,174,100,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",5,Nawaem_perfumes,3.9,69
433,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Cedar, Ambroxan","Geranium,Lavender,Elemi, Pink Pepper, Patchouli,Vetiver",5,Parfume-Stor,3.8,66
434,Shirley May,Darknet Pour Homme,11.5,11.5,100,EDT,Men,Woody,Musk And Moss,"Anise, Cardamom And Cinnamon",3,Beauty Gallery,3.7,59
435,PACO RABANNE,Lady Million,420,158,80,EDP,Women,Floral,"Patchouli, White Honey and Amber","Jasmine, African Orange Flower and Gardenia",4.7,عالم المشاهير,4.2,7
436,CARTIER,La Panthere,695,235.85,75,EDP,Women,Fruity,"Oakmoss, Musk, Patchouli, Leather","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.7,noon,4.2,98.1K
437,DAVIDOFF,The Game,147,77,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",5,Cute Shop,4.2,98.1K
438,PACO RABANNE,Ultraviolet,353,165,100,EDT,Men,Woody,Indonesian Patchouli And Oakmoss,Tanzanian Black Pepper And Ambergris,4.4,Star.perfume,3.9,537
439,Shirley May,Black Car,21,9.95,100,EDT,Men,Citrus,Amber and palisander rosewood,Cedar and spicy notes,4.5,Beautify,3.6,528
440,Ard Al Zaafaran,Oud Sharqia,65,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,3.6,450
441,Guerlain,Santal Royal,768,406,125,EDP,Unisex,Arabian,"Sandalwood, Leather note, Amber notes, Oud, Muscs note","Peach, Rose, Cinnamon",5,top langri,3.7,347
442,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",4.7,AMLAQ,3.9,135
443,Estee Lauder,Modern Muse Nuit,615,284.8,100,EDP,Women,Floral,"Vanilla, Amber, Patchouli and Sandalwood","Heliotrope, Chamomile and Chinese Jasmine",5,AMLAQ,3.9,135
444,BURBERRY,My Burberry,699,226.65,90,EDP,Women,Floral,Oined with Damascus and Centifolia Rose,Freesia Flowers and Golden Quince,5,AMLAQ,3.9,135
445,Rasasi,Hatem,129,69.25,75,EDP,Unisex,Spicy,"Woody, Aandal And Cedar Wood And Musk",Jasmine And Rose,5,Instant,3.7,44
446,LACOSTE,Joy Of Pink,427,113.95,90,EDT,Women,Floral,"Musk, vanilla","Jasmine, carrot, and spicy coriander",4.4,Kado Store,4.3,23
447,LALIQUE,Le'Parfum,143,143,100,EDP,Women,Oriental,"Sandalwood, Tonka Bean, Patchouli and Vanilla",Jasmine and Heliotrope,4.4,Beautiful Live,412,7
448,GUCCI,Memoire  D'une Odeur EDP For Uni,530,349.95,100,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",5,noon,4.2,98.1K
449,VERSACE,Versace,216,137.45,100,EDP,Women,Fruity,"Musk, Grey Amber And Inoki Wood","Lotus, Plum, Raspberry And Lebanese Blue Cedar",4.4,noon,4.2,98.1K
450,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,4.2,14.1K
451,HUGO BOSS,The Scent,426,135,100,EDT,Men,Spicy,"Leather, Woody Notes","Lavender, Maninka",3.6,Perfume Ms,3.7,537
452,CHOPARD,Casmir,292,94.9,100,EDP,Women,Vanilla,"Amber, Woods, Musk, Patchouli, Sandalwood, Vanilla","Geranium, Jasmine, Lily-Of-The-valley",4.5,King-Perfume,3.9,450
453,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347
454,Guerlain,L'instant,722,262.9,100,EDP,Women,Vanilla,"Vanilla, Benzoin, Musk and Amber","Magnolia, Sambac Jasmine, Ylang-Ylang and Iris",4.2,Abu Al Tayyeb Perfumes,3.7,347
455,BVLGARI,Rose Essentielle,533,274.9,100,EDP,Women,Floral,Sandalwood And Patchouli,Blackberry Are Softened With Delicate Violet And Jasmine Trace,5,Perfume Ports,3.9,135
456,Parfums Gres,Cabotine De Gres,110,78,100,EDP,Women,Floral,"Patchouli, Sandalwood And Musk","Ginger, Lily, Tubereuse And Wild Hyacinth",4.5,Nawaem_perfumes,3.9,69
457,Lancome,Magie Noire L'eau,401,401,75,EDT,Women,Woody,"Amber, Sandalwood and Patchouli",Jasmine and Ylang-Ylang,4.6,Banorama,3.5,63
458,LOEWE,Esencia Pour Homme,514,177,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5,Pinch Of Perfum,3.5,32
459,Calvin Klein,CK Be,125,110,200,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar and Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach and Jasmine",5,Abu Al Tayyeb Perfumes,4.2,7
460,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.8,77
461,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K
462,MONTBLANC,Legend,342,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,4.1,98
463,COACH,New York Coach Dreams,310,201.75,90,EDP,Women,Floral,Joshua Tree And Ambroxan,Gardenias And Cactus Flowers,4,noon,4.2,98.1K
464,Dolce & Gabbana,Intenso,310,194.5,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk, Amber","Hay, Moepel Accord, Bran, Clary Sage",4.5,Abu Al Tayyeb Perfumes,3.9,537
465,GUESS,Marciano,171,76.8,100,EDP,Women,Citrus,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",4.4,Lolita Shop,3.5,244
466,Remy Marquis,Shalis,50.35,50.35,100,EDP,Men,Fruity,"Nutmeg, Oakmoss And Sandalwood",Lavender And Basil,5,VIP.PARFUME,3.5,244
467,LANVIN PARIS,Rumeur 2 Rose,126,106.85,100,EDP,Women,Floral,"Patchouli, Amber And Musk","Lily Of The Valley, Jasmine, False Jasmine, Rose, Magnolia And Honeysuckle",4.3,goldiaa,4.1,135
468,Roberto Cavalli,cavali,499,115,75,EDP,Men,Arabian,"Roasted Tonka Grain, Laos Benzoin","Orange Blossom Extract, Mirabelle Plum",4.3,hadayiq baris,3.8,122
469,Roberto Cavalli,Florence Amber,499,209.9,75,EDP,Women,Floral,"Honey, Patchouli","Quince, Gardenia, Cashmirwood",4.5,Parvant Store,3.8,78
470,CARON,De Caron,388,178,200,EDT,Men,Fresh,Musk,Vanille,4.3,ثروة الجمال,3.7,59
471,Paris Hilton,Heiress,224,151,100,EDP,Women,Fruity,"Violet Leaf, Tahiti Tonka, Light Wood","Jasmine, Tiare Lily, Delightfully Sweet Ylang-Ylang, Honeysuckle, Grenadine",4.4,Abu Al Tayyeb Perfumes,3.6,30
472,CAROLINA HERRERA,212 VIP,445,190,80,EDP,Women,Arabian,"Vanille, Tonka Bean","Musk, Gardenia",4.4,Number One,4.2,98
473,S.T.Dupont,Essence Pure,215,84.6,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla And Cedar",Jasmine And Rose,4.4,noon,4.2,98.1K
474,JAGUAR,Jaguar,179,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K
475,LACOSTE,L.12.12 Blanc,108,89.95,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,5,noon,4.2,98.1K
476,BURBERRY,My Burberry,494,179,50,EDP,Women,Floral,"Amber, Patchouli","Peach, Rose",5,noon,4.2,98.1K
477,DORALL COLLECTION,Love You Like Crazy,25,7.25,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K
478,TRUSSARDI,Extreme,462,127.95,100,EDT,Men,Woody,Vetiver and Patchouli,"Fruity-Gourmand, Dark Plum and Powdery Iris",5,Perfumes-shop,3.9,537
479,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.8,450
480,MING NA,Beibei Bear Blue Par,20.9,20.9,50,EDP,Kids Unisex,Floral,"Patchouli, Earthy, Dry Amber","Sandalwood, Peppery, Lavender",4.9,Royal Scent,3.5,244
481,Roberto Cavalli,Paradiso,500,165,75,EDP,Women,Woody,"Pine Tree, Cypress and Laurels",Jasmine,4.6,hadayiq baris,3.8,122
482,LALIQUE,Encre Noire,165,140,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23
483,AZZARO,Visit,156,106,100,EDT,Men,Woody,"Gray Amber, And Musk","Lebanese Cedar, Guaiac Tree, And Incense",4.3,Beautiful Live,412,7
484,Calvin Klein,Escape,235,96.25,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss and Vetiver","Rosemary, Cypress, Fir, Sage, Birch and Sea notes",4.5,noon,4.2,98.1K
485,TRUSSARDI,My Name,308,228,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,noon,4.2,98.1K
486,S.T.Dupont,Passenger,310,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",4.9,noon,4.2,98.1K
487,Calvin Klein,Beauty,150,106.45,100,EDP,Women,Floral,Cedarwood,Jasmine,4.8,Star.perfume,3.9,537
488,GUESS,Guess,113,103.6,100,EDT,Women,Woody,"Australian Sandalwood, Musk and Vanilla","Peony, Violet and Jasmine",5,Star.perfume,3.9,537
489,HUGO BOSS,Bottled Intense,426,157.85,100,EDP,Men,Spicy,"Sandalwood, Cedar, Vetiver, Vanilla","Geranium, Cloves, Cinnamon",4.5,AMLAQ,3.9,135
490,Rasasi,Royale,43.25,43.25,75,EDT,Men,Spicy,Aromatic Scents,Delicate Musk Fragrance,4,neo lek,3.5,88
491,Estee Lauder,Private Collection,505,197,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber And Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang And Coriander",5,Royal Scent,3.9,69
492,armani,Because It's You by Emporio,427,154.7,100,EDP,Women,Floral,"Vanilla, Musk",Rose Absolute,5,Asrar Aljamal,3.8,66
493,BURBERRY,The Beat,280,150,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,4.2,61
494,Lattafa,Rouat Al Oud,99,45,100,EDP,Women,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",5,Rihanna World Store,4.4,8
495,Yves Saint Laurent,La Nuit De L`Homme,536,314,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5,The first fragrance,412,7
496,Ajmal,Blu,177,139.95,90,EDP,Men,Fresh,"Sandalwood, Musk and Amber","Lotus, Jasmine",4,noon,4.2,98.1K
497,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5,noon,4.2,98.1K
498,HERMES,Terre D' Hermes,474,173,100,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,3.9,noon,4.2,98.1K
499,HUGO BOSS,Bottled Tonic,376,124.9,100,EDT,Men,Citrus,"Woodsy Notes, Vetiver","Ginger, Cinnamon, Cloves, Geranium",4.1,Star.perfume,3.9,537
500,Roberto Cavalli,Dupont,360,120,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanille",African Orange Flower,4.6,Star.perfume,3.9,537
501,BURBERRY,Burberry Body,13,8.5,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4,Princess of beauty,3.8,467
502,BENTLEY,Intense,169,128,100,EDP,Men,Spicy,"Leather, Benzoin, Incense, Cedar and Patchouli","Clary Sage, African Geranium, Cinnamon, Rum and Wood",4.3,Parisian Store,3.9,425
503,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.9,135
504,Estee Lauder,Private Collection,330,219.4,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",5,Golden Perfumesعطر أصلي 100 %,3.6,111
505,LALIQUE,Encre Noire,485,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76
506,Yves Saint Laurent,Rive Gauche Homme,560,560,80,EDT,Men,Aromatic,Gaiac Wood,Patchouli And Vetiver,4.7,Abu Al Tayyeb Perfumes,3.5,63
507,LANVIN PARIS,Modern Princess,356,174,90,EDP,Women,Floral,"White Musk, White Woods, Vanilla orchid","Jasmine, Freesia",5,Ryhana Perfume,4.2,25
508,GIORGIO ARMANI,Eau Pour Homme Reno 2013,361,186,50,EDT,Men,Citrus,"Patchouli, Oakmoss and Sandalwood","Cloves, Lily and Nutmeg",4.7,noon,4.2,98.1K
509,Nikos,Sculpture Homme,220,52.95,100,EDT,Men,Floral,"Amber, Benzoin, Cedar, Tonka Beans","Geranium, Jasmine, Lily Of The Valley, Rose",4.5,noon,4.2,98.1K
510,DAVIDOFF,The Brilliant Game,215,93.75,100,EDT,Men,Arabian,Sensual Addiction Of The Tonka Bean Note,Charismatic Virility Of A Cedarwood,4.2,noon,4.2,98.1K
511,BURBERRY,London,370,172.5,100,EDP,Women,Floral,"Musk, Patchouli, Sandalwood","Jasmine, Tiare Flower, Peony, Clementine",4.7,Star.perfume,3.9,537
512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319
513,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",4.8,AMLAQ,3.9,135
514,Elizabeth Arden,Green Tea,77,72.95,100,EDP,Women,Citrus,"Caraway, Amber, Musk, By Green Tea , Jasmine, Cloves, Oakmoss And Celery Seeds","Carnation, Musk,jasmine, Oakmoss, Amber And white Fennel",5,Golden Perfumesعطر اصلي 100 %,3.6,111
515,Van Cleef & Arpels,Ambre Imperial,730,479,75,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",5,PARFUM.1990,3.8,76
516,LANVIN PARIS,L'Homme Sport,170,149.45,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss And Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid And Cloves",4,Parvant Store,3.8,76
517,J.CASANOVA,Pandora,79.95,79.95,50,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",5,VIP.PARFUME,3.5,75
518,HUGO BOSS,Femme,316,139.95,75,EDP,Women,Floral,Apricot And Lemon Wood.,"Jasmine And Fleur De Lys, Bulgarian Rose",4.8,Grass gulf,3.9,69
519,Calvin Klein,Secret Obsession,202,163.95,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla and Sandalwood","Jasmine, Orange Flower and Tuberose",5,Chansles,3.9,33
520,AZZARO,Wanted,365,196.2,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5,noon,4.2,98.4K
521,Kenneth Cole,Black,315,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,noon,4.2,98.1K
522,CARTIER,La Panthere,693,249.25,75,EDP,Women,Fruity,"Oakmoss, Musk, Leather, Patchouli","Gardenia, Rose, Ylang-Ylang, Orange Blossom, Pear",4.3,noon,4.2,98.1K
523,adidas,Victory League,77,30.55,100,EDT,Men,Vanilla,"Cedarwood,Vanilla and Musk","Lavender, Pear and Cinnamon",4.6,noon,4.2,98.1K
524,S.T.Dupont,Dupont,221,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K
525,PENHALIGON'S,Portraits George,2350,886,75,EDP,Men,Woody,Tonka Beans,Shaving Soap,5,Beuatyone1,4.2,1.3K
526,BURBERRY,London,241,140,50,EDP,Women,Floral,"Sandalwood, Musk and Patchouli","Tiare Flower, Jasmine and Peony and a Hint of Fresh Clementine Zest",4.6,Star.perfume,3.9,537
527,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,4.4,Al-Najm,3.7,347
528,CHANEL,Bleu De Chanel,920,245,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,3.7,319
529,Laura Biagiotti,Roma Uomo,289,173.8,125,EDT,Men,Citrus,"Cedarwood, Patchouli, Sandalwood and Benzoin","Jasmine, Heliotrope, Juniperberry and Balsam Fir",4.5,AMLAQ,3.9,135
530,Juicy Couture,Viva La Juicy,151.8,151.8,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.8,AMLAQ,3.9,135
531,joop,Homme,170,60,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lili of the valley, heliotrope",3.5,hadayiq baris,3.8,122
532,NARCISO RODRIGUEZ,Narciso Rodriguez,436,207,50,EDP,Women,Floral,"Patchouli,Sandalwood","Amber,Musk",5,Ahmed Mohamed Abbas Abbas Trading Est,4.2,98
533,Dolce & Gabbana,3 L'Imperatrice,640,157.65,100,EDT,Women,Floral,"Musk, Sandalwood, Lemon Tree","Watermelon, Cyclamen, Jasmine",4,noon,4.2,98.1K
534,PRADA,Amber Intense,324,321.95,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,noon,4.2,98.1K
535,CHOPARD,Wish,210,83.9,75,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",4.8,noon,4.2,98.1K
536,AZZARO,Visit,310,110,100,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1,Star.perfume,3.9,537
537,Rasasi,Blue Lady,59,27,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber And Musk","Peach, Plum, Narcissus And Jasmine",4.5,Kathya,3.8,116
538,CHANEL,Bleu De Chanel,930,374,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,3.9,66
539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,16.9,25,EDP,Women,Jasmine,balsamic,bakhoor,5,warddah,3.7,56
540,GUESS,Dare,92,79.9,100,EDT,Men,Spicy,"Musk, Patchouli And Cedar Wood","Flowers Herb Shepherd, Cashmere and Jasmine",4.3,Noor,3.6,27
541,Mancera,Musky Garden,396,297.65,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",5,Tiffany,4.3,22
542,LACOSTE,Eau De Lacoste,420,139,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",4.6,Beautiful Live,3.8,7
543,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5,Beautiful Live,3.9,7
544,BURBERRY,Burberry Body,499,148.3,85,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber And Vanilla",Roses And Iris,5,noon,4.2,98.1K
545,JAGUAR,Classic,120,63.75,100,EDT,Men,Arabian,"Sandalwood, Benzoin And White Musk","Ginger, Orange Blossom And Lotus",4.4,noon,4.2,98.1K
546,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K
547,GUESS,Marciano,111,83.3,100,EDP,Women,Citrus,"Vanilla, Musk And Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.4,noon,4.2,98.1K
548,jennifer lopez,Still,330,108.3,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4,Star.perfume,3.9,537
549,Armaf,Club De Nuit Intense,210,190,200,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",5,Attractive perfume,3.5,244
550,Genie,1029 Collection,36,14.4,25,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",4,moon perfume,3.7,199
551,cacharel,Anais Anais Loriginal,157.1,157.1,50,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk and Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine and Ylang-Ylang",4.5,AMLAQ,3.9,135
552,HOUBIGANT,Quelques Fleurs L'Original,599,285,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5,AMLAQ,3.9,135
553,Dolce & Gabbana,The One Royal Night,630,290.75,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,5,AMLAQ,3.9,135
554,Givenchy,Xeryus Rouge,259,199,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",4.4,Brides Palace,3.5,32
555,Ajmal,Sacrifice,153,70,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27
556,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K
557,Armaf,Club De Nuit Intense Man,162,124.3,105,EDT,Men,Citrus,"Amber, Agarwood, Vanilla And Patchouli","Caraway, Nutmeg, Violet And Pepper",5,noon,4.2,98.1K
558,Mancera,Roses Vanille,485,248.85,120,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",5,noon,4.2,98.1K
559,DORALL COLLECTION,DC,29,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,3.7,14.1K
560,COACH,New York,5.6,5.6,2,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",4.7,Princess of beauty,3.8,467
561,GIORGIO ARMANI,Code,513,265,75,EDT,Men,Citrus,"Tobacco, Leather and Tonka Bean",Olive Flower Spiced With Star Anise,5,goldiaa,4.1,135
562,Van Cleef & Arpels,First,300,171.5,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5,AMLAQ,3.9,135
563,LOEWE,Esencia,529,200,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118
564,Parfums De Marly,Delina Exclusive,1696,785,75,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",4,Golden Perfumesعطر أصلي 100 %,3.6,111
565,ESCADA,Especially Elixir,283,198.5,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",4.3,ثروة الجمال,3.8,78
566,JAGUAR,Classic Blue,290,67,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.2,59
567,NICOLAI,Patchouli Intense,1714,653.65,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5,noon,4.2,98.4K
568,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K
569,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K
570,Aramis,900 Herbal Spray,179,100,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4,Star.perfume,3.9,537
571,Fendi,L'Acquarossa,430,238.5,75,EDP,Women,Musk,Red Cedar White Musk And Patchouli,"Lantana Flower,  Rose Orange Blossom And Magnolia",5,top langri,3.7,347
572,Roberto Cavalli,Florence,405,139.5,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135
573,Dolce & Gabbana,Light Blue,476,220.25,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss",Jasmine And White Rose,4.5,AMLAQ,3.9,135
574,Estee Lauder,Pleasures Intense,410,259.9,100,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",4.6,Y,3.5,75
